IS_match	flags	MANUAL_match	query_string	LH_match
	LH		crab egg	egg
			duck-Kamphaengphet-01, 2004	
			duck-Phichit-01, 2004	
			duck-Sukhothai-01, 2004	
	LH		embryonated hen egg	egg
market	IS		excretion from trachea of market chicken	
	LH		from 3rd passage in embryonated chicken eggs	egg
			gadwall	
NAS	LH/IS		gender:F; Nasal Swab	NA
			gender:F; age:0.5	
			gender:F; age:1 M	
			gender:F; age:1 Y 4 M	
NP	IS		gender:F; age:10; NP Swab	
NAS	LH/IS		gender:F; age:11; Nasal Swab	NA
NAS	LH/IS		gender:F; age:11m; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:12; Nasopharyngeal Swab	NA
NAS	LH/IS		gender:F; age:12Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:15; Nasal Swab	NA
NAS	LH/IS		gender:F; age:15; Nasal Wash	NA
NAS	LH/IS		gender:F; age:16; Nasal Wash	NA
NAS	LH/IS		gender:F; age:17; Nasal Wash	NA
NAS	LH/IS		gender:F; age:18; Nasal Swab	NA
NAS	LH/IS		gender:F; age:18; Nasal Wash	NA
NAS	LH/IS		gender:F; age:2 months; Nasal Swab	NA
			gender:F; age:2.6	
NP	IS		gender:F; age:25; NP Swab	
NP	IS		gender:F; age:26; NP Swab	
NAS	LH/IS		gender:F; age:26; Nasopharyngeal Swab	NA
NAS	LH/IS		gender:F; age:27; Nasal Swab	NA
NAS	LH/IS		gender:F; age:30; Nasal Swab	NA
NAS	LH/IS		gender:F; age:31; Nasal Wash	NA
NAS	LH/IS		gender:F; age:33; Nasal Wash	NA
			gender:F; age:35	
NAS	LH/IS		gender:F; age:35; Nasal Wash	NA
			gender:F; age:36	
			gender:F; age:38	
NAS	LH/IS		gender:F; age:38; Nasal Wash	NA
NAS	LH/IS		gender:F; age:38Y; Nasopharyngeal aspirate	NA
NP	IS		gender:F; age:3; NP Swab	
NAS	LH/IS		gender:F; age:40; Nasopharyngeal Swab	NA
NAS	LH/IS		gender:F; age:42; Nasal Swab	NA
NAS	LH/IS		gender:F; age:43; Nasal Swab	NA
NAS	LH/IS		gender:F; age:44; Nasal Swab	NA
NAS	LH/IS		gender:F; age:47; Nasal Swab	NA
NAS	LH/IS		gender:F; age:48; Nasal Wash	NA
NP	IS		gender:F; age:4; NP Swab	
NAS	LH/IS		gender:F; age:4; Nasal Wash	NA
			gender:F; age:5 M	
NAS	LH/IS		gender:F; age:5 month; Nasal Swab	NA
			gender:F; age:51	
NAS	LH/IS		gender:F; age:54; Nasal Swab	NA
			gender:F; age:56	
NAS	LH/IS		gender:F; age:5; Nasal Wash	NA
			gender:F; age:60	
NAS	LH/IS		gender:F; age:60; nasopharyngeal swab	NA
			gender:F; age:67	
			gender:F; age:76	
			gender:F; age:78	
NAS	LH/IS		gender:F; age:7Y; Nasopharyngeal aspirate	NA
			gender:F; age:85	
NP	IS		gender:F; age:8; NP Swab	
NAS	LH/IS		gender:F; age:8; Nasal Wash	NA
NAS	LH/IS		gender:F; age:8; Nasopharyngeal Swab	NA
NAS	LH/IS		gender:F; age:8m; Nasal Wash	NA
			gender:F; age:infant	
			gender:M; age:0.2	
			gender:M; age:1 M	
			gender:M; age:1 Y 4 M	
swab	IS		gender:M; age:1 Y; upper respiratory tract swab	
			gender:M; age:1.5	
			gender:M; age:1.9	
NAS	LH/IS		gender:M; age:10 month; Nasal Swab	NA
NAS	LH/IS		gender:M; age:11 Month; Nasal Swab	NA
NP	IS		gender:M; age:11; NP Swab	
NAS	LH/IS		gender:M; age:11; Nasal Wash	NA
NP	IS		gender:M; age:12; NP Swab	
			gender:M; age:14 yr	
NAS	LH/IS		gender:M; age:14; Nasal Swab	NA
NP	IS		gender:M; age:15; NP Swab	
NAS	LH/IS		gender:M; age:15; Nasal Wash	NA
NAS	LH/IS		gender:M; age:15Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:M; age:17; Nasal Wash	NA
NP	IS		gender:M; age:18; NP Swab	
NAS	LH/IS		gender:M; age:18; nasopharyngeal swab	NA
			gender:M; age:19	
NP	IS		gender:M; age:19; NP Swab	
NAS	LH/IS		gender:M; age:19; Nasal Swab	NA
NP	IS		gender:M; age:19m; NP Swab	
			gender:M; age:1Y 3 M	
			gender:M; age:2.8	
			gender:M; age:21 yr	
NP	IS		gender:M; age:23; NP Swab	
NAS	LH/IS		gender:M; age:23Y; Nasopharyngeal aspirate	NA
NP	IS		gender:M; age:24; NP Swab	
NAS	LH/IS		gender:M; age:24; Nasal Swab	NA
			gender:M; age:24; traveller, returned from Indonesia	
NAS	LH/IS		gender:M; age:25; Nasopharyngeal Swab	NA
			gender:M; age:25; brother returned from Sudan	
NAS	LH/IS		gender:M; age:27; Nasopharyngeal Swab	NA
			gender:M; age:28	
NAS	LH/IS		gender:M; age:28; Nasal Swab	NA
NAS	LH/IS		gender:M; age:29; Nasal Swab	NA
NAS	LH/IS		gender:M; age:29; nasopharyngeal swab	NA
NP	IS		gender:M; age:2; NP Swab	
NAS	LH/IS		gender:M; age:2; Nasopharyngeal Aspirate	NA
			gender:M; age:3.8	
			gender:M; age:31	
NP	IS		gender:M; age:33; NP Swab	
NP	IS		gender:M; age:35; NP Swab	
NAS	LH/IS		gender:M; age:35; Nasal Swab	NA
NP	IS		gender:M; age:39; NP Swab	
NAS	LH/IS		gender:M; age:3Y; Nasopharyngeal aspirate	NA
			gender:M; age:4 M	
NAS	LH/IS		gender:M; age:40; Nasal Swab	NA
NP	IS		gender:M; age:41; NP Swab	
			gender:M; age:42	
NAS	LH/IS		gender:M; age:42; Nasal Swab	NA
NAS	LH/IS		gender:M; age:47; Nasal Wash	NA
			gender:M; age:48; Bronch. Lavage	
NP	IS		gender:M; age:48; NP Swab	
NAS	LH/IS		gender:M; age:49; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:4m; Nasal Wash	NA
NAS	LH/IS		gender:M; age:4m; Nasopharyngeal aspirate	NA
			gender:M; age:51	
NAS	LH/IS		gender:M; age:51; Nasal Swab	NA
NP	IS		gender:M; age:52; NP Swab	
			gender:M; age:54	
NAS	LH/IS		gender:M; age:57; Nasal Swab	NA
NAS	LH/IS		gender:M; age:57; nasopharyngeal swab	NA
NP	IS		gender:M; age:58; NP Swab	
NP	IS		gender:M; age:59; NP Swab	
NAS	LH/IS		gender:M; age:59; Nasal Wash	NA
NAS	LH/IS		gender:M; age:5Y; Nasopharyngeal aspirate	NA
NP	IS		gender:M; age:6; NP Swab	
NAS	LH/IS		gender:M; age:70; Nasal Swab	NA
			gender:M; age:7; traveller, returned from UK	
NAS	LH/IS		gender:M; age:7Y; Nasopharyngeal aspirate	NA
			gender:M; age:88	
NAS	LH/IS		gender:M; age:8; Nasal Wash	NA
NP	IS		gender:M; age:9; NP Swab	
serum	IS		host serum	
OF	IS		human, gender: M, Gunma of Japan	
			human, gender:F	
			human, gender:F; age:13y	
			human, gender:F; age:1y	
			human, gender:F; age:24y	
			human, gender:F; age:36y	
			human, gender:F; age:5y	
			human, gender:F; age:69y	
			human, gender:M	
			human, gender:M; age:12y	
			human, gender:M; age:13y	
			human, gender:M; age:14y	
			human, gender:M; age:16y	
			human, gender:M; age:23y	
			human, gender:M; age:34y	
			human, gender:M; age:4y	
			human, gender:M; age:5y	
			human, gender:M; age:8y	
			human; outbreak case	
FEC	IS		infectious allantoic fluid	
intestine	LH/IS		intestine_ECE1	ece
	LH		isolated in Caco-2 cells, followed by a passage in MDCK cells	cell
			little grebe-Phichit-01, 2004	
market	LH/IS		live bird markets	RD
air	IS		lung, trachea and air sac	
lung	LH/IS		lung_ECE2	ece
			muscovy duck-Tak-01, 2004	
NAS	LH/IS		nasal /throat swab	NA
CLO	LH/IS		nasal and cloacal swabs	NA
NAS	LH/IS		nasal pharyngeal swab	NA
NAS	LH/IS		nasal swab of human being	NA
NAS	LH/IS		nasal swba	NA
NAS	LH/IS		naso-pharyngeal swab	NA
NAS	LH/IS		nasopharyngeal swab, J029	NA
NAS	LH/IS		nasopharyngeal swab, J180	NA
tissue	IS		necropsy tissue	
nose	IS		nose	
			nrfl	
swab	IS		oro-pharengeal swabs	
swab	IS		oropharengeal swab	
			partridge-Sukhothai-01, 2004	
			partridge-Uttaradit-01, 2004	
	LH		passage 6 in canine MDCK cells	cell
			petrel	
swab	IS		pharynx swab	
			plasma	
CLO	LH/IS		pool cloacal swab_ECE1	ece
ns	IS		pool of organs	
ns	IS		pool organs	
ns	IS		pooled organ suspension no.2	
			post tmt +16day	
			post tmt +23day	
			postmortem blood	
			recovered from oseltamivir-treated immunocompromised patient	
tissue	IS		respiratory tissue	
sea	IS		sea water	
			sera	
			smolt production site	
			spatum	
ns	IS		spleen, cecal tonsil	
lung	IS		spleen, duodenum, trachea, lung	
NAS	LH/IS		throat and nasopharyngeal swab	NA
swab	IS		throat swab from 37.7 yr old male; medical facility h	
swab	IS		throat swab from a 4 year old female	
swab	IS		throat swab from a 4 year old male	
throat	LH/IS		throat washings isolated in MDCK cells and passaged three additional times in MDCK cells	cell
throat	LH/IS		throat washings isolated in amnion and passaged one additional time in amnion	NA
throat	LH/IS		throat washings isolated in amnion and passaged one additional time in amnion and three times in allantois	NA
throat	LH/IS		throat washings isolated in amnion and passaged three additional times in allantois	NA
throat	LH/IS		throat washings isolated in amnion and passaged three additional times in amnion	NA
lung	IS		trachea and lung tissue pool	
swab	LH/IS		tracheal swab_ECE3	e3
swab	LH/IS		tracheal swab_ECE4	ece
lung	LH/IS		tree sparrow, mixed homogenate of the trachea, lungs and colon	NA
ns	LH/IS		visceral organs of dead chicken in embryonated chicken egg	egg
swab	IS		water tap swab	
			1 years old male	
			10 year old male from Aswan governorate	
	LH		11-day-old embryonated chicken eggs, originally from human	egg
			12 year old female in February 1999	
			15 year old female	
			15 year old girl	
			17 year old female from Fayoum governorate	
			19 years old male	
			2 years old male	
			2.5 year old male from Aswan governorate	
			20 years old male	
			22 years old male	
			23 years old female	
			24 years old female	
			24 years old male	
			25 years old female	
			26 year old male	
			26 years old female	
			27 year old in March 1997	
			28 years old female	
			3 year old female from Aswan governorate	
			3 years old male	
			35 years old female	
			37 year old female from Fayoum governorate	
			37 years old female	
			37 years old male	
			38 year-old male	
			4 year old female from Daqahleya governorate	
			4 year old male from Daqahleya governorate	
			4 years old male	
			45 years old male	
			46 years old female	
			47 years old male	
			5 year old male from Menia governorate	
			5 year old male from Sharqiya governorate	
	LH		6 year old female Qena governorate	NA
			60 years old male	
			69 years old male	
			7 year old female	
			71 years old female	
kidney	LH/IS		ASK Atlantic salmon kidney cells	cell
			Abo kibir, Sharkia	
water	IS		Atlantic salmon (Salmo salar), fresh water	
			Blood PBMC	
ns	IS		Cecal tonsils	
			Chicken Viscera	
			Chiken	
ns	IS		Endotracheal Secretions	
TRAC	IS		Endotracheal suction	
			GenBank sequences	
OF	IS		High yield reassortant of B/Ohio/1e/2005 and B/Lee/40 created by Dr. Doris Bucher at NY Med. Ctr.	
	LH		Influenza egg	egg
			Influenza virus reassortant	
			KCVL-016/HA	
	LH		KCVL-017/NA	NA
	LH		KCVL-018/NA	NA
	LH		KCVL-019/NA	NA
	LH		KCVL-020/NA	NA
			Kafr saqr, Sharkia	
lung	IS		LUng	
	LH		MDCK- and egg-isolates	egg
			Manis javanica B5	
ns	IS		Mansoura	
brain	LH/IS		Nasal swab, Brain, Trachea, Oviduct	NA
NAS	LH/IS		Nasal wash	NA
CLO	LH/IS		Nasopharyngeal-Cloaca	NA
swab	IS		Ocular swab	
oral	IS		Oral swabs	
organ	IS		Organ	
swab	IS		Oropharungeal swab	
CLO	IS		Oropharyngeal-clocal swab	
			Ovis aries	
swab	IS		Pharingeal swab	
FEC	LH/IS		Pigeon feces	ece
kidney	IS		Salmo salar kidney, pyloric caeca, spleen, and gill	
sputum	IS		Sputum	
			Strain A	
swab	IS		Treachea swab	
	LH		Vero	vero
	LH		Vero cells	cell
			Virus isolate	
brain	MANUAL	mouse	acutely infected mouse brain; 4 hours post-infection	
NAS	LH/IS		age:24; Nasal Wash	NA
NAS	LH/IS		age:30; Nasal Wash	NA
	LH		allantoic fluid from 10-day old specific-pathogen-free (SPF) chicken eggs	egg
	LH		allantoic fluid from SPF egg inoculated from a dead chicken	egg
FEC	LH/IS		allantoic fluid of infected embryonated chicken egg	egg
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples	chicken embryo
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from backyard turkey	chicken embryo
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from broiler chicken	chicken embryo
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from commercial layer chicken	chicken embryo
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from commercial quail	chicken embryo
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from household goose	chicken embryo
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from vaccinated commercial layer chicken	chicken embryo
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from vaccinated turkey	chicken embryo
CLO	IS		allantoic fluid, cloacal swab	
FEC	IS		avian fecal swab in filtered wetland wate for 61 days prior to isolationr	
	LH		backyard duck	RD
			bar headed goose	
brain	IS		bar-headed goose brain	
brain	LH/IS		bird's brain	RD
			black gull	
bronchoalveolar	IS		bronchoalveolar lavage, C910	
bronchoalveolar	IS		bronchoalveolar lavage, J04	
cage	LH/IS		caged birds	RD
			cattle	
ns	LH/IS		cecal tonsils homogenate	NA
	LH		cell lysate from 39 year old female	cell
			check point	
FEC	IS		chicken feclas	
lung	IS		chicken lung, trachea and spleen	
tissue	IS		chicken tissues	
market	LH/IS		chopping board in a wet market	RD
clinical	IS		clinical	
CLO	IS		cloacal and orophareyngeal swabs	
CLO	IS		cloacal and throat swabs	
CLO	IS		cloacal swab #14	
CLO	LH/IS		cloacal swab (fecal material) of chicken in embryonated chicken egg	egg
CLO	IS		cloacal swab no. 33	
CLO	IS		cloacal swab no.22	
CLO	IS		cloacal swab no.30	
CLO	IS		cloacal swab no.36	
CLO	IS		cloacal swab no.38	
CLO	IS		cloacal swab no.41	
CLO	IS		cloacal swab no.43	
CLO	IS		cloacal swap	
CLO	IS		cloacale swab	
NAS	LH/IS		combined nasal and throat swab from a 29 year old male	NA
nose	IS		combined nose & throat swab	
feather	LH/IS		defeathering machine at live bird market	RD
			dog	
			domestic cat	
			domestic goose	
			droppings	
			duck facals	
floor	IS		duck house environment-floor swab outside duck house	
	LH		egg albumin	egg
	LH		egg cultured virus	egg
	LH		egg/MDCK	egg
	LH		embryonated (11 day-old) chicken egg	egg
swab	IS		eye swab	
FEC	IS		fecal dropping	
swab	IS		flocked swab	
water	IS		fresh water broodfish location	
	LH		from 5th passage in MDCK cells	cell
NAS	LH/IS		gender:F; Nasopharyngeal swab	NA
			gender:F; age:0.9	
swab	IS		gender:F; age:1 Y; upper respiratory tract swab	
NAS	LH/IS		gender:F; age:10; Nasal Wash	NA
NAS	LH/IS		gender:F; age:10m; Nasopharyngeal aspirate	NA
NP	IS		gender:F; age:11 mnth; NP Swab	
NP	IS		gender:F; age:11; NP Swab	
NAS	LH/IS		gender:F; age:11; Nasal Wash	NA
NAS	LH/IS		gender:F; age:12; Nasal Swab	NA
NAS	LH/IS		gender:F; age:12m; Nasal Wash	NA
swab	IS		gender:F; age:13; pharynx and swab	
NAS	LH/IS		gender:F; age:13Y; Nasopharyngeal aspirate	NA
NP	IS		gender:F; age:13m; NP Swab	
NAS	LH/IS		gender:F; age:13m; Nasal Wash	NA
NAS	LH/IS		gender:F; age:14; Nasal Wash	NA
NAS	LH/IS		gender:F; age:14Y; Nasopharyngeal aspirate	NA
swab	IS		gender:F; age:16 Y; upper respiratory tract swab	
NAS	LH/IS		gender:F; age:16 month; Nasal Swab	NA
NAS	LH/IS		gender:F; age:16; Nasal Swab	NA
NP	IS		gender:F; age:16m; NP Swab	
NP	IS		gender:F; age:17; NP Swab	
pharyngeal	IS		gender:F; age:17; Pharyngeal swab	
NAS	LH/IS		gender:F; age:17Y; Nasopharyngeal aspirate	NA
			gender:F; age:18 yr	
swab	IS		gender:F; age:19 Y; upper respiratory tract swab	
NAS	LH/IS		gender:F; age:19 month; Nasal Swab	NA
swab	IS		gender:F; age:19; pharynx and swab	
NP	IS		gender:F; age:19m; NP Swab	
			gender:F; age:20 yr	
NAS	LH/IS		gender:F; age:20; Nasal Swab	NA
pharyngeal	IS		gender:F; age:20; Pharyngeal swab	
			gender:F; age:21	
swab	IS		gender:F; age:21 Y; upper respiratory tract swab	
NAS	LH/IS		gender:F; age:21; Nasal Swab	NA
			gender:F; age:22	
NP	IS		gender:F; age:22; NP Swab	
NAS	LH/IS		gender:F; age:22Y; Nasopharyngeal secretion	NA
pharyngeal	IS		gender:F; age:23; Pharyngeal swab	
swab	IS		gender:F; age:23; pharynx and swab	
NAS	LH/IS		gender:F; age:24Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:24d; Nasopharyngeal aspirate	NA
swab	IS		gender:F; age:25; pharynx and swab	
swab	IS		gender:F; age:27; Throat Swab	
			gender:F; age:28; Pleural Fl.	
			gender:F; age:29	
			gender:F; age:29 yr	
NAS	LH/IS		gender:F; age:29Y; Nasopharyngeal aspirate	NA
NP	IS		gender:F; age:2; NP Swab	
NAS	LH/IS		gender:F; age:2; Nasal Wash	NA
swab	IS		gender:F; age:2; Throat Swab	
			gender:F; age:3 yr	
			gender:F; age:30	
NAS	LH/IS		gender:F; age:30; Nasal Wash	NA
swab	IS		gender:F; age:31 Y; upper respiratory tract swab	
NP	IS		gender:F; age:31; NP Swab	
NAS	LH/IS		gender:F; age:32; Nasal Wash	NA
swab	IS		gender:F; age:35 Y; upper respiratory tract swab	
NP	IS		gender:F; age:35; NP Swab	
NP	IS		gender:F; age:36; NP Swab	
NAS	LH/IS		gender:F; age:36Y; Nasopharyngeal aspirate	NA
NP	IS		gender:F; age:37; NP Swab	
			gender:F; age:39	
swab	IS		gender:F; age:39 Y; upper respiratory tract swab	
NAS	LH/IS		gender:F; age:39; Nasal Swab	NA
NAS	LH/IS		gender:F; age:39; Nasal Wash	NA
NAS	LH/IS		gender:F; age:3; Nasal Swab	NA
NAS	LH/IS		gender:F; age:3Y; Nasopharyngeal aspirate	NA
swab	IS		gender:F; age:40 Y; upper respiratory tract swab	
NAS	LH/IS		gender:F; age:40 yr; nasopharyngeal swab	NA
swab	IS		gender:F; age:41 Y; upper respiratory tract swab	
throat	IS		gender:F; age:41; throat wash	
NP	IS		gender:F; age:42; NP Swab	
swab	IS		gender:F; age:43 Y; upper respiratory tract swab	
NP	IS		gender:F; age:43; NP Swab	
NAS	LH/IS		gender:F; age:43; Nasal Wash	NA
NAS	LH/IS		gender:F; age:43Y; Nasopharyngeal aspirate	NA
NP	IS		gender:F; age:44; NP Swab	
NAS	LH/IS		gender:F; age:44; Nasal Wash	NA
NAS	LH/IS		gender:F; age:45Y; Nasopharyngeal secretion	NA
			gender:F; age:46 yr	
NAS	LH/IS		gender:F; age:46Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:49; Nasal Wash	NA
NAS	LH/IS		gender:F; age:4; Nasal Swab	NA
NAS	LH/IS		gender:F; age:4m; Nasal Wash	NA
NAS	LH/IS		gender:F; age:5 Month; Nasal Swab	NA
swab	IS		gender:F; age:5 Y; upper respiratory tract swab	
NP	IS		gender:F; age:50; NP Swab	
NAS	LH/IS		gender:F; age:50; Nasopharyngeal Swab	NA
NAS	LH/IS		gender:F; age:51; Nasal Swab	NA
NP	IS		gender:F; age:52; NP Swab	
NAS	LH/IS		gender:F; age:52; Nasal Swab	NA
NAS	LH/IS		gender:F; age:52; Nasal Wash	NA
NAS	LH/IS		gender:F; age:53; Nasal Swab	NA
NAS	LH/IS		gender:F; age:55; Nasal Wash	NA
NP	IS		gender:F; age:56; NP Swab	
NAS	LH/IS		gender:F; age:56; Nasal Swab	NA
NAS	LH/IS		gender:F; age:56; Nasal Wash	NA
NAS	LH/IS		gender:F; age:56Y; Nasopharyngeal aspirate	NA
			gender:F; age:57 yr	
NAS	LH/IS		gender:F; age:57; Nasal Wash	NA
NAS	LH/IS		gender:F; age:58; Nasal Wash	NA
NAS	LH/IS		gender:F; age:58Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:59; Nasal Wash	NA
NAS	LH/IS		gender:F; age:5m; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:6 Month; Nasal Swab	NA
NAS	LH/IS		gender:F; age:60; Nasal Swab	NA
swab	IS		gender:F; age:62 Y; upper respiratory tract swab	
NP	IS		gender:F; age:62; NP Swab	
NAS	LH/IS		gender:F; age:62Y; Nasopharyngeal aspirate	NA
			gender:F; age:63 yr	
NP	IS		gender:F; age:63; NP Swab	
NAS	LH/IS		gender:F; age:68Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:69; Nasal Wash	NA
NAS	LH/IS		gender:F; age:6m; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:7 month; Nasal Swab	NA
NAS	LH/IS		gender:F; age:72Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:73Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:75; Nasal Wash	NA
NAS	LH/IS		gender:F; age:77Y; Nasopharyngeal aspirate	NA
NP	IS		gender:F; age:78; NP Swab	
NAS	LH/IS		gender:F; age:7m; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:83; Nasal Swab	NA
NAS	LH/IS		gender:F; age:83M; Nasopharyngeal aspirate	NA
			gender:F; age:87 yr	
NAS	LH/IS		gender:F; age:87; Nasal Swab	NA
swab	IS		gender:F; age:8; Throat Swab	
NAS	LH/IS		gender:F; age:8Y; Nasopharyngeal aspirate	NA
NP	IS		gender:F; age:9; NP Swab	
NAS	LH/IS		gender:F; age:9m; Nasopharyngeal aspirate	NA
throat	IS		gender:F; throat wash	
throat	IS		gender:Female; age:11; Throat	
NAS	LH/IS		gender:M; Nasal swab	NA
NAS	LH/IS		gender:M; Nasopharyngeal swab	NA
			gender:M; age:0.25	
NAS	LH/IS		gender:M; age:10 Month; Nasal Swab	NA
			gender:M; age:10 yr	
NP	IS		gender:M; age:10; NP Swab	
swab	IS		gender:M; age:10; pharynx and swab	
NAS	LH/IS		gender:M; age:10Y; Nasopharyngeal aspirate	NA
swab	IS		gender:M; age:11; pharynx and swab	
NAS	LH/IS		gender:M; age:12; Nasal swab	NA
NAS	LH/IS		gender:M; age:12Y; Nasopharyngeal aspirate	NA
swab	IS		gender:M; age:13; Throat Swab	
NAS	LH/IS		gender:M; age:13m; Nasal Wash	NA
NP	IS		gender:M; age:14; NP Swab	
NAS	LH/IS		gender:M; age:14; Nasal Wash	NA
NAS	LH/IS		gender:M; age:14Y; Nasopharyngeal aspirate	NA
NP	IS		gender:M; age:14m; NP Swab	
swab	IS		gender:M; age:15 Y; upper respiratory tract swab	
swab	IS		gender:M; age:15; pharynx and swab	
			gender:M; age:16 yr	
NP	IS		gender:M; age:16; NP Swab	
NAS	LH/IS		gender:M; age:16; Nasal Swab	NA
NAS	LH/IS		gender:M; age:16m; Nasal Wash	NA
swab	IS		gender:M; age:17 Y; upper respiratory tract swab	
NAS	LH/IS		gender:M; age:17; Nasal Swab	NA
			gender:M; age:18 yr	
swab	IS		gender:M; age:19 Y; upper respiratory tract swab	
swab	IS		gender:M; age:19; Throat Swab	
NAS	LH/IS		gender:M; age:19M; Nasopharyngeal aspirate	NA
			gender:M; age:19d	
NAS	LH/IS		gender:M; age:1; Nasal Swab	NA
swab	IS		gender:M; age:20; pharynx and swab	
swab	IS		gender:M; age:21; pharynx and swab	
NAS	LH/IS		gender:M; age:21Y; Nasopharyngeal aspirate	NA
NP	IS		gender:M; age:229; NP Swab	
NAS	LH/IS		gender:M; age:22; Nasal Swab	NA
swab	IS		gender:M; age:22; pharynx and swab	
lung	IS		gender:M; age:23; Lung Biopsy	
pharyngeal	IS		gender:M; age:25; Pharyngeal swab	
swab	IS		gender:M; age:25; pharynx and swab	
NAS	LH/IS		gender:M; age:25Y; Nasopharyngeal aspirate	NA
swab	IS		gender:M; age:26 Y; upper respiratory tract swab	
			gender:M; age:26 yr	
swab	IS		gender:M; age:26; pharynx and swab	
swab	IS		gender:M; age:27 Y; upper respiratory tract swab	
			gender:M; age:29	
NAS	LH/IS		gender:M; age:2; Nasal Wash	NA
swab	IS		gender:M; age:2Y; upper respiratory tract swab	
swab	IS		gender:M; age:3 Y; upper respiratory tract swab	
			gender:M; age:3.5	
swab	IS		gender:M; age:31; pharynx and swab	
			gender:M; age:33	
			gender:M; age:34	
NAS	LH/IS		gender:M; age:34; Nasal Swab	NA
			gender:M; age:35 yr	
NP	IS		gender:M; age:36; NP Swab	
NAS	LH/IS		gender:M; age:36; Nasal Swab	NA
swab	IS		gender:M; age:36; pharynx and swab	
			gender:M; age:37	
			gender:M; age:37 yr	
swab	IS		gender:M; age:39; pharynx and swab	
NAS	LH/IS		gender:M; age:39Y; Nasopharyngeal aspirate	NA
			gender:M; age:40	
pharyngeal	IS		gender:M; age:40; Pharyngeal swab	
NAS	LH/IS		gender:M; age:41; Nasal Swab	NA
NAS	LH/IS		gender:M; age:41; Nasal Wash	NA
swab	IS		gender:M; age:42 Y; upper respiratory tract swab	
			gender:M; age:42 yr	
			gender:M; age:43	
NP	IS		gender:M; age:43; NP Swab	
NAS	LH/IS		gender:M; age:43; Nasal Wash	NA
NP	IS		gender:M; age:44; NP Swab	
NAS	LH/IS		gender:M; age:44; Nasal Swab	NA
			gender:M; age:45	
swab	IS		gender:M; age:45 Y; upper respiratory tract swab	
NAS	LH/IS		gender:M; age:45; Nasal Swab	NA
NAS	LH/IS		gender:M; age:45Y; Nasopharyngeal aspirate	NA
bronchoalveolar	IS		gender:M; age:46; Bronchoalveolar Lavage	
NAS	LH/IS		gender:M; age:46; Nasal Swab	NA
NAS	LH/IS		gender:M; age:46; Nasal Wash	NA
NAS	LH/IS		gender:M; age:46Y; Nasopharyngeal aspirate	NA
NP	IS		gender:M; age:47; NP Swab	
swab	IS		gender:M; age:48 Y; upper respiratory tract swab	
NAS	LH/IS		gender:M; age:48; Nasal Wash	NA
NAS	LH/IS		gender:M; age:48Y; Nasopharyngeal aspirate	NA
swab	IS		gender:M; age:49 Y; upper respiratory tract swab	
NP	IS		gender:M; age:49; NP Swab	
NAS	LH/IS		gender:M; age:49Y; Nasopharyngeal aspirate	NA
NP	IS		gender:M; age:4; NP Swab	
NAS	LH/IS		gender:M; age:5 month; Nasal Swab	NA
NAS	LH/IS		gender:M; age:50; Nasal Wash	NA
pharyngeal	IS		gender:M; age:50; Pharyngeal swab	
swab	IS		gender:M; age:52 Y; upper respiratory tract swab	
NAS	LH/IS		gender:M; age:53; Nasal Swab	NA
NAS	LH/IS		gender:M; age:53; Nasal Wash	NA
swab	IS		gender:M; age:55 Y; upper respiratory tract swab	
NAS	LH/IS		gender:M; age:55; Nasal Wash	NA
NP	IS		gender:M; age:56; NP Swab	
NAS	LH/IS		gender:M; age:56; Nasal Swab	NA
NAS	LH/IS		gender:M; age:57Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:M; age:58; Nasal Wash	NA
pharyngeal	IS		gender:M; age:59; Pharyngeal swab	
NP	IS		gender:M; age:60; NP Swab	
NAS	LH/IS		gender:M; age:60; Nasal Swab	NA
NP	IS		gender:M; age:63; NP Swab	
NAS	LH/IS		gender:M; age:63Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:M; age:64Y; Nasopharyngeal aspirate	NA
